"","id","mean","low_CI","high_CI","magnitude_mean","mag_low_CI","mag_high_CI"
"1",1,0.00728959569088359,-0.00567887317998034,0.0202580645617475,0.0337542417892169,0.0243882854614334,0.0431201981170003
"2",2,-0.00835490676956496,-0.0169033604558766,0.000193546916746726,0.0181323288818372,0.0173934199497843,0.0296128272650695
"3",3,-0.00581140306241149,-0.0122054957249528,0.000582689600129797,0.0181323288818372,0.0137697715442841,0.0224948862193903
"4",4,0.00936820267398553,0.000425801207739855,0.0183106041402312,0.0261542619564175,0.0201711613937314,0.0321373625191035
"5",5,0.00232600550885293,-0.0145660189937937,0.0192180300114995,0.0486914282642239,0.0381975084920669,0.059185348036381
